accomodation_type,address,beds,beds_all,latitude,longitude,num_of_guests,rating_value,review_count,title,url
1 Apartments,"Khaqan Abassi Road Kahya Bhurban, 46000 Murree, Pakistan","3 Double Bed, 2 Sofa Bed",5,33.94872000,73.45252300,8,7.8,103 reviews,New Nabeel Residency Khaqan Abbasi road Bhurban Murree,https://www.booking.com/hotel/pk/new-nabeel-residency-khaqan-abbasi-road-bhurban-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076246&from=searchresults#hotelTmpl
3 Apartments,"Kashmir Point Murree, 56000 Murree, Pakistan","4 Single Bed, 1 Double Bed, 1 Extra Large Double Bed",6,33.90700115,73.39653212,8,8.2,32 reviews,Grand Heights,https://www.booking.com/hotel/pk/grand-hights.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076246&from=searchresults#hotelTmpl
5 Apartments,"Cart Road Murree Near Daewoo Terminal, Murree, 47150 Murree, Pakistan","1 Single Bed, 2 Double Bed, 4 Large Double Bed",7,33.90377764,73.38924479,17,7.4,97 reviews,The Smart Hotel,https://www.booking.com/hotel/pk/the-smart.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076246&from=searchresults#hotelTmpl
5 Apartments,"GPO Chowk، Kuldana Rd, 47150 Murree, Pakistan","2 Single Bed, 1 Large Double Bed, 7 Extra Large Double Bed, 4 Futon Bed, 1 Sofa Bed",15,33.91219152,73.39615205,23,5.9,11 reviews,Hotel Sunway Murree,https://www.booking.com/hotel/pk/days-inn-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
2 Apartments,"Khaqan abbasi road near hbl bank bhurban Khaqan abbasi road near hbl bank bhurban, 47195 Murree, Pakistan",5 Extra Large Double Bed,5,33.95246200,73.45333200,9,,,Heavens apartment,https://www.booking.com/hotel/pk/heavens-apartment.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
1 Apartments,"Mohra Shareef Road Murree Bhurban, 47190 Murree, Pakistan","3 Extra Large Double Bed, 2 Sofa Bed",5,33.93872200,73.43142300,7,8.3,6 reviews,Cabrillo Villas,https://www.booking.com/hotel/pk/cabrillo-suites-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
1 Apartments,"Khaqan Abassi Road Near Gharial Camp, 47150 Murree, Pakistan","3 Large Double Bed, 3 Sofa Bed",6,33.92340745,73.44759303,9,9.2,19 reviews,Murree home(On The rocks) Gharial camp,https://www.booking.com/hotel/pk/murree-home-on-the-rocks-gharial-camp.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
3 Apartments,"Islamabad - Murree Expressway Village Musyari , Main murree expressway, 47181 Murree, Pakistan","2 Single Bed, 1 Double Bed, 1 Large Double Bed, 2 Extra Large Double Bed, 1 Sofa Bed",7,33.89477295,73.40983750,12,9.4,27 reviews,Roof Top Resort,https://www.booking.com/hotel/pk/roof-top-resort.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
1 Apartments,"The Mall Road,Apt # 3 block # 5 Cecil Apartment, 32183 Murree, Pakistan","2 Single Bed, 1 Extra Large Double Bed, 3 Sofa Bed",6,33.90723104,73.38964550,7,6.7,4 reviews,The Mall Apartment,https://www.booking.com/hotel/pk/the-mall-apartment.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
5 Apartments,"Near cadet college bhurban , kohsar market,Bhurban Rawat Murrre, 47191 Murree, Pakistan","2 Single Bed, 5 Double Bed, 2 Extra Large Double Bed, 1 Sofa Bed",10,33.97181655,73.46041809,26,9.0,62 reviews,Bhurban valley guest house,https://www.booking.com/hotel/pk/bhurban-valley-guest-house.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
2 Apartments,"Golfers Lane, Moza Mohra Esawal, 47150 Murree, Pakistan","2 Single Bed, 3 Large Double Bed, 1 Sofa Bed",6,33.94350681,73.44097763,12,8.1,632 reviews,Hotel One Bhurban,https://www.booking.com/hotel/pk/one-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
5 Apartments,"adjacen Punjab House lawrence college Road Murree, 47230 Murree, Pakistan","2 Single Bed, 4 Double Bed, 1 Large Double Bed",7,33.89838257,73.37895691,12,7.8,61 reviews,Shangrila Hotels and Resort,https://www.booking.com/hotel/pk/shangrila-resort-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
1 Apartments,"Kashmir Point (Near Water Tanks), 44000 Murree, Pakistan","2 Single Bed, 3 Extra Large Double Bed",5,33.91439922,73.40466726,10,8.6,19 reviews,Cozy Cottage with mountain views,https://www.booking.com/hotel/pk/crazy-mountain-retreat.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
2 Apartments,"GPO Chowk, Short Cut Road, 47150 Murree, Pakistan",3 Extra Large Double Bed,3,33.90704900,73.39451500,6,3.0,2 reviews,Hotel Sky View,https://www.booking.com/hotel/pk/sky-view.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
1 Apartments,"Cecil Apartments Murree Block 3 Flat 106, 22410 Murree, Pakistan","2 Single Bed, 2 Sofa Bed",4,33.90718000,73.38965800,4,,,Cecil Appartments,https://www.booking.com/hotel/pk/cecil-appartments.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
4 Apartments,"Bank Road Kashmir Point, 47150 Murree, Pakistan","3 Single Bed, 1 Double Bed, 3 Extra Large Double Bed, 1 Futon Bed",8,33.91085995,73.39922721,12,7.6,14 reviews,Pine Top Hotel Murree,https://www.booking.com/hotel/pk/pine-top-cottages-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
1 Apartments,"Main Kashmir Road Near Sunny Bank Chowk, 47140 Murree, Pakistan","1 Extra Large Double Bed, 1 Sofa Bed",2,33.90659300,73.38133900,4,,,The Sarai,https://www.booking.com/hotel/pk/the-sarai.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
8 Apartments,"Murree Pindi point bilal Mosque Pindi point near chair lift, 47150 Murree, Pakistan","1 Single Bed, 1 Double Bed, 5 Large Double Bed, 3 Extra Large Double Bed, 2 Sofa Bed, 1 Bunk Bed",12,33.89521923,73.38185533,31,7.7,95 reviews,7K Heights,https://www.booking.com/hotel/pk/7k-heights.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
5 Apartments,"PC Chowk bhurban murree 12, 47150 Murree, Pakistan","11 Extra Large Double Bed, 3 Sofa Bed",14,33.95541000,73.45190500,31,8.5,16 reviews,Bhurban View Apartments,https://www.booking.com/hotel/pk/bhurban-view-apartments-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
3 Apartments,"Sarah's Lodge, Bhurban, Murree, 47230 Murree, Pakistan",3 Large Double Bed,3,33.95541000,73.45190500,6,9.1,40 reviews,Sarah's Lodge,https://www.booking.com/hotel/pk/sarah-39-s-lodge.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
1 Apartments,"Mall Road Al Bilal hotel, 47150 Murree, Pakistan",1 Large Double Bed,1,33.90821317,73.39469406,3,,,GT Empire,https://www.booking.com/hotel/pk/gt-al-bilal-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
1 Apartments,"Kashmir Point, 56000 Murree, Pakistan",1 Double Bed,1,33.90857720,73.39845258,2,,,Hotel Crown Palace,https://www.booking.com/hotel/pk/palace-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
5 Apartments,"Murree Expressway, Musiari, 47181 Murree, Pakistan","6 Double Bed, 5 Sofa Bed",11,33.89196000,73.40932300,15,8.6,73 reviews,Midway,https://www.booking.com/hotel/pk/midway-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
2 Apartments,"Near Chair Lift Main GT Road, Bansra Gali, 47150 Murree, Pakistan",2 Double Bed,2,33.90570200,73.37160600,6,3.4,5 reviews,Orangeloft Glamp Park,https://www.booking.com/hotel/pk/orangeloft-glamp-park.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
3 Apartments,"Cart Road Near Motor Agency, 47150 Murree, Pakistan","2 Single Bed, 3 Extra Large Double Bed, 1 Sofa Bed",6,33.90390800,73.38892700,7,10,2 reviews,LOKAL Rooms x Murree Kashmir Point,https://www.booking.com/hotel/pk/mountain-tower-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
2 Apartments,"Mall Road ahmed guest house near usmania resturent ring road, 47150 Murree, Pakistan","1 Single Bed, 1 Double Bed, 1 Large Double Bed, 1 Sofa Bed",4,33.90434034,73.39063171,9,7.4,52 reviews,ahmed guest house,https://www.booking.com/hotel/pk/ahmed-guest-house-murree12.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
4 Apartments,"Jawa Building, GPO Chowk The Mall, 41750 Murree, Pakistan","2 Single Bed, 3 Large Double Bed, 1 Extra Large Double Bed",6,33.90705600,73.39458500,15,8.5,728 reviews,Hotel One Mall Road Murree,https://www.booking.com/hotel/pk/one-mall-road-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3 Apartments,"48 Bank Road, 47150 Murree, Pakistan","2 Single Bed, 3 Large Double Bed, 1 Sofa Bed",6,33.91031794,73.39922422,12,8.0,43 reviews,Khattak Lodge Murree,https://www.booking.com/hotel/pk/khattak-lodge-murree.en-gb.html?label=gog235jc-1DCAsoZUInZHVicm92bmlrLW9sZC10b3duLWFwYXJ0bWVudHMtZHVicm92bmlrSDNYA2hliAEBmAExuAEXyAEP2AED6AEB-AECiAIBqAIDuALY9uSkBsACAdICJDBlNDY0YzdmLThjODItNDFjZS1iZWExLTViYjA1Mzk3NGM0YdgCBOACAQ&sid=e29e91753cc86c2aeb8721760453cb3a&aid=356980&ucfs=1&arphpl=1&dest_id=-2769851&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=0a439b2a6d29001f&srepoch=1688076266&from=searchresults#hotelTmpl
